NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,cases,deaths
338,318,24,24,0,1.5387336,20,9,26421,460
,,,,,,,,981,0
25,25,6,6,0,0.55254793,0,2,12067,243
14,14,2,2,0,0.22309197,0,0,14,0
45,50,8,8,0,0.261369857,-5,1,475,0
49,49,9,9,0,0.22298016,0,2,1363,0
157,97,14,14,0,0.88327509,60,4,12602,39
25,25,4,4,0,0.19013698,0,0,150,0
,,,,,,,,1024,0
37,37,6,6,0,0.29283642,0,1,1024,0
,,,,,,,,289,0
25,25,4,4,0,0.23309588,0,2,1575,0
81,81,8,8,0,0.26778284,0,2,1996,0
,,,,,,,,288,0
11,11,2,2,0,0.328269,0,0,45,0
50,50,8,8,0,0.33726028,0,2,1067,107
25,20,3,3,0,0.12602739,5,0,615,0
10,10,2,2,0,0.30027398,0,0,87,0
,,,,,,,,43,0
11,11,2,2,0,0.20124532,0,0,133,0
12,12,2,2,0,0.22123288,0,0,82,0
25,25,4,4,0,0.26071233,0,1,248,0
12,12,2,2,0,0.24611872,0,0,337,0
25,25,4,4,0,0.15210959,0,1,485,0
41,41,7,7,0,0.53634933,0,1,23,0
18,18,3,3,0,0.62587517,0,0,,
,,,,,,,,314,0
11,25,4,4,0,0.11452055,-14,0,154,0
,,,,,,,,56,0
50,50,6,6,0,0.22942466,0,2,1153,0
50,50,8,8,0,0.360328774,0,0,344,0
,,,,,,,,100,0
,,,,,,,,125,4
16,16,3,3,0,0.11130137,0,0,1373,60
6,6,1,1,0,0.1063927,0,1,94,0
22,22,4,4,0,0.43437111,0,1,540,14
62,45,5,5,0,0.73942161,17,1,850,0
64,64,11,11,0,0.77116004,0,2,14233,6
,,,,,,,,935,0
20,20,3,3,0,0.1139726,0,0,194,0
,,,,,,,,414,75
4,4,1,1,0,0.20869565,0,0,92,0
79,79,3,3,0,0.54301369,0,1,913,18
,,,,,,,,17,0
,,,,,,,,119,0
1197,1043,110,110,43,2.53453503,154,52,195413,2312
18,18,3,3,0,0.075494669,0,0,925,0
45,45,8,8,0,0.25534084,0,0,1268,0
449,402,76,76,28,1.071376785,47,6,10571,160
6,10,2,2,0,0.28054795,-4,0,,
25,25,4,4,0,0.17961644,0,1,1607,0
,,,,,,,,528,0
25,23,4,4,0,0.17569982,2,0,318,0
,,,,,,,,531,0
,,,,,,,,72,0
35,35,6,6,0,0.10559687,0,0,1391,27
25,25,4,4,0,0.30399999,0,1,233,0
12,12,2,2,0,0.13196348,0,0,1391,0
38,38,7,7,0,0.22638789,0,0,4416,12
,,,,,,,,0,10
25,25,4,4,0,0.25008219,0,1,363,0
242,168,12,12,0,0.748820479,74,2,3115,0
8,8,1,1,0,0.31164384,0,0,67,0
317,220,25,25,0,1.3389135,97,6,2859,95
60,44,8,8,0,0.20703611,16,2,17475,235
25,25,4,4,0,0.14191781,0,0,525,61
25,25,4,4,0,0.22421917,0,1,36969,42
459,348,8,8,0,0.69192988,111,4,6076,231
251,177,27,27,0,0.5997678,74,4,9023,90
120,82,10,10,0,0.539542665,38,4,1349,69
60,30,5,5,0,0.21890411,30,1,1386,0
70,42,7,7,0,0.33313763,28,2,1821,64
121,109,8,8,0,0.29526204,12,2,1190,69
12,12,2,2,0,0.48127854,0,0,6668,0
,,,,,,,,871,0
85,33,5,5,0,0.29450727,52,2,666,0
25,25,0,0,0,0.29311475,0,0,507,0
74,32,5,5,0,0.62842464,42,2,1371,0
160,123,22,22,0,0.66152673,37,5,4226,0
,,,,,,,,862,85
189,73,12,12,0,0.68575716,116,6,7244,81
4382,3131,604,604,239,8.15993727,1251,93,327958,3675
71,52,4,4,0,0.075079031,19,2,2110,0
,,,,,,,,460,0
157,91,6,6,0,0.59532511,66,5,7092,0
225,109,14,14,0,0.42067122,116,3,4012,0
,,,,,,,,7532,109
,,,,,,,,621,0
152,131,10,10,0,0.22577055,21,2,3314,94
70,47,3,3,0,0.10947245,23,2,3991,62
95,81,6,6,0,0.1972941,14,2,881,0
,,,,,,,,703,0
240,189,17,17,0,0.51953376,51,5,3542,153
,,,,,,,,2363,70
167,116,20,20,0,0.6019367,51,5,2594,156
1735,1703,188,188,110,5.86076505,32,47,54450,1206
10,10,2,2,0,0.18657534,0,1,44,0
238,175,4,4,0,0.921214576,63,0,9424,4
58,49,9,9,0,0.22834778,9,2,1155,96
50,32,6,6,0,0.25188357,18,2,2426,154
,,,,,,,,2023,105
45,36,6,6,0,0.078386605,9,1,825,0
142,56,11,11,0,0.46223092,86,2,1607,0
25,25,4,4,0,0.068273969,0,0,3266,0
25,25,4,4,0,0.14739726,0,1,511,0
25,25,4,4,0,0.24810959,0,0,908,59
,,,,,,,,958,0
58,58,6,6,0,0.44591403,0,2,2167,2
2,2,1,1,0,0.089041099,0,1,919,0
1733,1629,260,260,84,4.48558259,104,45,27172,371
,,,,,,,,24204,0
25,25,4,4,0,0.16613698,0,0,2999,36
99,89,6,6,0,0.18953364,10,3,2240,17
,,,,,,,,241,0
59,49,6,6,0,0.17483926,10,2,1715,0
50,30,5,5,0,0.87616438,20,2,7254,12
25,25,4,4,0,0.40021917,0,1,7525,221
900,863,89,89,34,2.84275252,37,20,11048,105
,,,,,,,,2783,97
25,25,4,4,0,0.074082188,0,1,2075,74
271,281,41,41,0,1.1657542,-10,6,6314,53
118,88,4,4,0,0.28602117,30,3,7755,597
,,,,,,,,1184,0
,,,,,,,,1369,0
59,59,10,10,0,0.42790806,0,2,3485,139
337,301,21,21,13,0.90316123,36,5,16412,213
,,,,,,,,238,0
,,,,,,,,960,7
173,63,11,11,0,0.29088932,110,2,2093,88
114,90,6,6,0,0.19966514,24,2,1476,0
53,21,4,4,0,0.21578604,32,0,1153,0
,,,,,,,,129,0
,,,,,,,,1112,0
285,247,38,38,0,1.40830934,38,8,23901,346
25,25,3,3,0,0.31660274,0,2,7419,0
54,52,6,6,0,0.53508955,2,2,1096,0
109,109,8,8,0,0.23194671,0,4,25304,175
838,759,82,82,25,1.221338486,79,12,71233,1378
25,25,4,4,0,0.17961644,0,2,919,0
,,,,,,,,826,0
79,58,16,16,0,0.66787905,21,3,7728,122
4062,3304,353,353,220,11.38247715,758,84,306221,6546
25,25,2,2,0,0.38432875,0,2,2040,69
,,,,,,,,702,0
1211,851,101,101,20,3.38706276,360,36,4424,124
265,255,38,38,6,1.11123604,10,7,60805,3049
100,47,8,8,0,0.11670067,53,2,23073,134
25,23,4,4,0,0.11888029,2,0,74552,218
48,10,3,3,0,0.38219178,38,2,1202,0
,,,,,,,,335,0
,,,,,,,,6727,61
,,,,,,,,213,0
125,100,8,8,0,0.12287671,25,3,1262,0
731,675,77,77,39,1.99168241,56,15,5287,0
80,30,5,5,0,0.24968037,50,1,2599,0
156,94,7,7,0,1.46185443,62,2,1696,0
60,32,4,4,0,0.11712329,28,2,1709,21
310,305,29,29,0,1.76616934,5,3,40185,709
170,170,12,12,0,0.20161603,0,3,26203,505
156,150,10,10,0,0.42737365,6,2,10209,14
34,30,5,5,0,0.13105023,4,2,1772,0
465,367,43,43,15,2.54304068,98,12,11235,156
,,,,,,,,279,0
,,,,,,,,71,0
,,,,,,,,149,0
67,67,6,6,0,0.20204458,0,2,2195,96
32,32,6,6,0,0.072431505,0,0,1607,0
25,25,4,4,0,0.15517808,0,1,1104,0
,,,,,,,,441,0
8,8,1,1,0,0.19315068,0,2,11720,185
25,27,5,5,0,0.18812786,-2,1,20,0
69,40,8,8,0,0.33267123,29,2,874,0
1284,1256,95,95,72,2.88704297,28,50,24188,324
6231,6809,659,659,445,12.53928709,-578,124,188510,4702
,,,,,,,,610,24
25,25,4,4,0,0.33610958,0,2,374,0
864,679,71,71,8,2.82398161,185,19,13783,776
267,183,19,19,0,2.33309113,84,8,58617,728
612,507,85,85,16,2.526666919,105,27,32435,1432
25,25,3,3,0,0.29621917,0,2,229,0
,,,,,,,,52,0
,,,,,,,,73,0
188,63,12,12,0,0.38174844,125,3,3222,460
25,15,3,3,0,0.35926941,10,1,1652,0
71,71,12,12,0,0.72959855,0,5,2440,26
58,57,10,10,0,1.12648967,1,4,4034,6
25,25,6,6,0,0.38104111,0,2,2638,184
,,,,,,,,482,57
1374,1177,105,105,78,5.00635929,197,39,48929,1932
25,25,4,4,0,0.36065754,0,2,3161,12
,,,,,,,,278,0
,,,,,,,,1654,95
17,17,3,3,0,0.24770346,0,0,2084,80
14,14,2,2,0,0.062426616,0,0,4905,1
385,346,10,10,0,1.71382207,39,4,2432,105
39,37,7,7,0,0.16875231,2,2,163,0
25,25,4,4,0,0.055671234,0,0,281,0
18,18,3,3,0,0.002739726,0,0,61,0
,,,,,,,,83,0
25,25,4,4,0,0.33523288,0,2,128,0
2571,2162,276,276,168,11.42809874,409,67,84649,2034
13,13,2,2,0,0.17133825,0,0,209,0
65,61,11,11,0,0.276353551,4,3,1461,0
208,192,24,24,16,1.87066048,16,8,7639,493
25,25,4,4,0,0.29227397,0,2,525,54
16,16,3,3,0,0.054280821,0,0,77,0
78,54,8,8,0,0.93713847,24,2,926,0
25,25,4,4,0,0.27802739,0,2,14801,123
,,,,,,,,206,45
25,25,4,4,0,0.071561642,0,0,1020,116
,,,,,,,,73,0
2,2,4,4,0,0.27808219,0,0,218,69
14,14,2,2,0,0.20430529,0,0,3,0
,,,,,,,,1409,16
8323,7137,755,755,495,22.01406954,1186,181,584628,12967
21,22,4,4,0,0.1392279,-1,1,2380,75
49,44,8,8,0,0.18007472,5,2,1410,63
42,32,5,5,0,0.16652398,10,1,7956,481
,,,,,,,,106,0
1484,1200,156,156,31,6.547363623,284,29,87379,2015
,,,,,,,,89,0
25,25,4,4,0,0.2510685,0,2,81,0
,,,,,,,,1937,0
,,,,,,,,272,0
52,36,6,6,0,0.24733637,16,2,392,0
638,510,34,34,79,1.56609594,128,12,11785,331
2598,2284,246,246,140,8.144113445,314,50,148276,3811
189,166,18,18,0,0.77641977,23,9,19178,816
98,50,5,5,0,0.19375342,48,2,1457,81
36,36,6,6,0,0.033105023,0,1,557,0
311,317,2,2,0,0.49687672,-6,2,2224,114
65,38,7,7,0,0.26575342,27,2,2233,100
14,14,2,2,0,0.11330724,0,0,74,31
25,25,4,4,0,0.12854795,0,1,553,4
1169,1092,128,128,17,4.88295365,77,29,119332,2646
,,,,,,,,765,0
37,37,6,6,0,0.074717753,0,1,591,0
22,24,4,4,0,0.1902968,-2,1,2489,0
33,25,4,4,0,0.38575342,8,1,434,0
815,815,38,38,64,1.42348391,0,16,61629,2179
,,,,,,,,259,0
84,57,10,10,0,0.33189136,27,2,362,0
,,,,,,,,81,0
,,,,,,,,500,0
33,34,6,6,0,0.16446415,-1,2,5933,147
109,97,8,8,0,0.13037707,12,2,5508,86
676,663,73,73,12,3.03856338,13,25,15008,96
741,644,62,62,52,2.58636135,97,18,12940,303
25,18,3,3,0,0.32587519,7,1,8121,78
153,117,9,9,0,0.25598875,36,5,8917,4
88,69,5,5,0,0.30763209,19,2,3573,285
,,,,,,,,64,12
25,25,7,7,0,0.30156961,0,1,557,31
14,14,2,2,0,0.18982388,0,2,957,99
24,24,4,4,0,0.14737444,0,0,83,0
0,0,0,0,0,0,0,0,9016,300
15722,13113,1626,1626,635,33.70255063,2609,347,771384,13738
149,149,42,42,31,0.53956157,0,7,12977,1152
21,21,4,4,0,0.26183954,0,0,585,97
25,25,4,4,0,0.093150683,0,0,110,0
435,391,79,79,4,2.041004627,44,9,28845,206
26,15,3,3,0,0.19415525,11,0,87,0
127,127,10,10,0,0.35739401,0,3,3445,70
1421,1185,260,260,147,4.41404,236,45,42690,662
25,25,4,4,0,0.10183127,0,2,1698,68
48,48,8,8,0,0.12060502,0,2,1818,81
73,48,12,12,0,0.62534249,25,3,1847,233
96,56,14,14,0,0.43395305,40,4,1316,6
25,25,4,4,0,0.059565216,0,1,4588,0
290,219,8,8,0,1.23006536,71,2,594,73
,,,,,,,,206,0
221,185,16,16,0,1.32575547,36,9,6280,239
25,25,4,4,0,0.24164383,0,2,1952,0
,,,,,,,,21,0
17,17,3,3,0,0.20016116,0,1,283,0
25,25,4,4,0,0.14915068,0,0,1058,40
59,40,6,6,0,0.11917808,19,2,1831,117
1198,1149,143,143,55,3.83766295,49,29,40057,1720
,,,,,,,,229,0
135,72,8,8,0,0.28744292,63,2,654,0
137,92,7,7,0,0.25649196,45,2,11237,230
45,7,1,1,0,0.71859097,38,0,18107,0
25,25,4,4,0,0.15967123,0,2,326,0
379,351,8,8,0,1.09458579,28,2,12402,108
,,,,,,,,1857,0
568,528,12,12,0,1.33427441,40,3,920,18
15,15,3,3,0,0.10063927,0,0,46,0
,,,,,,,,27,0
96,50,10,10,0,0.53545207,46,2,976,71
25,28,5,5,0,0.039999999,-3,2,77,0
,,,,,,,,208,0
154,154,20,20,0,0.23914234,0,9,7317,418
75,42,7,7,0,0.052511416,33,0,806,0
25,25,4,4,0,0.34980822,0,2,534,0
48,50,7,7,0,0.43758904,-2,3,992,59
,,,,,,,,1047,46
,,,,,,,,635,0
41,41,8,8,0,0.133000434,0,3,5652,127
78,69,9,9,0,0.327880916,9,3,1584,80
,,,,,,,,210,0
,,,,,,,,517,0
27,25,4,4,0,0.05731507,2,2,286,0
2115,1954,338,338,91,4.199854314,161,38,49591,3335
24,24,4,4,0,0.23299086,0,2,611,63
25,15,3,3,0,0.59378994,10,1,586,0
,,,,,,,,988,27
18,18,3,3,0,0.24627092,0,0,231,49
,,,,,,,,1675,0
75,63,9,9,0,0.40136286,12,4,5499,356
101,86,10,10,0,0.44813636,15,3,5762,51
25,14,6,6,0,0.22133072,11,2,232,0
619,583,42,42,30,1.39686144,36,24,9616,304
25,25,4,4,0,0.28909588,0,2,6067,143
,,,,,,,,1,0
616,368,40,40,0,2.03714394,248,5,9565,713
,,,,,,,,1886,60
,,,,,,,,35,0
25,25,4,4,0,0.26268494,0,2,89,0
22,18,3,3,0,0.21765602,4,1,593,63
1710,1732,212,212,50,5.326802365,-22,51,62494,1462
25,19,3,3,0,0.45392933,6,2,37903,640
,,,,,,,,1172,0
,,,,,,,,71,0
392,297,27,27,16,0.60888356,95,7,16088,1040
162,49,9,9,0,0.32239306,113,2,3564,181
,,,,,,,,300,0
86,39,5,5,0,0.27053037,47,2,213,0
1356,1024,123,123,40,4.23908536,332,33,17134,198
25,25,4,4,0,0.22115068,0,1,2344,103
,,,,,,,,280,90
,,,,,,,,6417,110
74,48,8,8,0,0.33744293,26,2,735,121
42,42,7,7,0,0.13881278,0,2,10284,987
129,108,20,20,0,1.17403174,21,3,4499,33
25,25,4,4,0,0.12164383,0,0,3415,2
39,39,6,6,0,0.33393347,0,2,3180,0
66,52,8,8,0,0.32339305,14,2,3121,0
985,873,125,125,56,2.53264743,112,29,117246,1496
,,,,,,,,102,0
,,,,,,,,219,0
,,,,,,,,34974,341
7,7,1,1,0,0.088454008,0,0,52,0
,,,,,,,,18,0
,,,,,,,,2808,238
25,25,4,4,0,0.32241097,0,2,333,0
20,20,3,3,0,0.082602739,0,2,168,0
,,,,,,,,137,0
,,,,,,,,641,0
245,182,21,21,17,1.32480757,63,7,9245,523
50,31,6,6,0,0.34377854,19,0,121,0
96,41,7,7,0,0.21009021,55,2,4647,102
25,25,4,4,0,0.10476712,0,1,481,20
18,9,2,2,0,0.19878234,9,2,2368,157
,,,,,,,,989,0
,,,,,,,,1969,0
,,,,,,,,46,0
14,14,2,2,0,0.076125242,0,0,71,0
25,25,4,4,0,0.26202738,0,2,764,0
,,,,,,,,47,0
,,,,,,,,11514,332
,,,,,,,,1433,0
1744,1614,306,306,0,5.031209749,130,37,14843,287
16,16,3,3,0,0.12773973,0,2,33,0
48,48,8,8,0,0.17071918,0,2,3201,0
40,14,2,2,0,0.20782779,26,2,181,0
20,20,3,3,0,0.10232877,0,1,,
12,12,2,2,0,0.10022831,0,0,4,0
20,20,3,3,0,0.19191781,0,0,996,17
6677,5683,744,744,380,20.48879917,994,127,317043,8837
977,733,71,71,41,2.99372076,244,23,22392,338
45,26,5,5,0,0.156902,19,1,925,0
14,14,2,2,0,0.077299416,0,0,,
174,49,8,8,0,0.54179478,125,3,19491,116
584,563,29,29,10,1.42586908,21,7,5255,74
3136,2930,430,430,269,11.90583674,206,63,203250,5125
,,,,,,,,937,0
49,25,4,4,0,0.094356164,24,2,739,0
,,,,,,,,0,1
,,,,,,,,1596,0
29,26,5,5,0,0.147148192,3,0,4,0
25,21,6,6,0,0.56973255,4,2,915,0
93,47,7,7,0,0.37161177,46,2,1373,0
,,,,,,,,1968,94
627,588,83,83,8,3.49614478,39,12,11400,382
123,90,6,6,0,0.61086553,33,2,57254,1100
,,,,,,,,3750,0
25,21,4,4,0,0.27214611,4,0,91,0
60,50,5,5,0,0.2219726,10,2,11875,1341
557,525,65,65,29,2.73100985,32,19,36298,1274
94,26,36,36,0,0.28883034,68,2,4178,19
41,41,7,7,0,0.153527402,0,0,787,0
840,812,28,28,0,4.33030899,28,14,6716,135
28,28,8,8,0,0.27299413,0,1,295,0
,,,,,,,,1778,113
971,868,157,157,20,4.880750901,103,27,38554,1310
44,44,4,4,0,0.17820673,0,2,2734,271
19,19,3,3,0,0.12098053,0,1,230,0
99,49,21,21,0,0.65361071,50,4,2553,197
50,48,8,8,0,0.63642642,2,3,1865,107
24,24,4,4,0,0.1336758,0,1,244,0
50,50,8,8,0,0.56832877,0,3,473,69
,,,,,,,,739,0
,,,,,,,,502,0
72,48,5,5,0,1.35153782,24,0,9,0
74,56,10,10,0,0.31304795,18,3,2659,64
168,135,18,18,0,0.4553764,33,3,21995,29
39,39,6,6,0,0.28879523,0,2,622,0
433,328,37,37,15,1.50773893,105,7,32189,202
49,32,4,4,0,0.3195281,17,2,570,0
,,,,,,,,432,0
36,15,3,3,0,0.24748859,21,0,227,0
17,17,3,3,0,0.30169219,0,2,446,0
48,48,6,6,0,0.26621005,0,2,4944,0
25,25,4,4,0,0.40131506,0,1,621,0
25,25,4,4,0,0.53928769,0,1,255,0
37,25,6,6,0,1.10806697,12,0,449,0
,,,,,,,,817,0
,,,,,,,,75,0
,,,,,,,,23,0
3366,2914,312,312,139,8.53348255,452,50,316089,4008
36,32,3,3,0,0.40360553,4,2,14219,259
43,43,7,7,0,0.58510806,0,3,758,0
29,24,4,4,0,0.23276256,5,1,762,0
38,37,4,4,0,0.23465383,1,1,32362,0
44,36,4,4,0,0.2675038,8,2,7619,0
39,39,4,4,0,0.22374429,0,2,762,0
,,,,,,,,321,310
1316,1199,136,136,96,4.10133368,117,14,114359,869
19,19,3,3,0,0.25277579,0,0,17367,100
245,164,32,32,24,0.62777591,81,5,19787,0
593,441,101,101,17,1.48593474,152,9,19656,320
45,25,4,4,0,0.59386301,20,1,5065,138
99,78,10,10,0,0.40769231,21,3,4397,76
75,25,4,4,0,0.7100274,50,2,1092,0
562,422,66,66,0,0.74672192,140,15,36689,2642
,,,,,,,,175,0
70,53,9,9,0,0.36614111,17,3,7417,357
,,,,,,,,383,0
43,25,4,4,0,0.52339727,18,2,2196,76
52,25,2,2,0,0.5117808,27,2,644,0
49,25,5,5,0,0.60953426,24,2,839,0
188,124,13,13,0,0.71058327,64,2,3981,68
,,,,,,,,566,122
130,101,14,14,0,1.62601436,29,3,2964,68
229,185,11,11,0,1.76469908,44,2,5872,198
164,100,9,9,0,1.40975345,64,4,3753,172
,,,,,,,,1983,0
,,,,,,,,170,0
,,,,,,,,2914,0
,,,,,,,,5441,354
52,46,10,10,0,0.46158427,6,3,42765,594
266,240,18,18,0,2.10842007,26,8,11802,366
323,339,40,40,16,1.22510045,-16,11,,
,,,,,,,,100474,2288
205,95,10,10,0,0.15971161,110,2,1010,64
,,,,,,,,1695,63
,,,,,,,,1538,4
,,,,,,,,1715,0
394,305,32,32,0,0.79812258,89,11,114205,5495
238,209,8,8,0,0.4883922,29,5,6099,82
25,14,2,2,0,0.37123287,11,1,,
,,,,,,,,3573,79
50,34,6,6,0,0.41007254,16,2,,
,,,,,,,,6,0
,,,,,,,,2579,221
25,25,0,0,0,0.85468495,0,0,,
,,,,,,,,216,0
,,,,,,,,1952,39
134,49,12,12,0,0.29046687,85,2,1149,0
,,,,,,,,22239,117
,,,,,,,,688,0
,,,,,,,,1178,40
,,,,,,,,3884,128
,,,,,,,,4980,94
,,,,,,,,1630,88
,,,,,,,,1230,0
612,585,14,14,85,0.74831051,27,19,,
,,,,,,,,6729,171
310,310,28,28,0,0.61443216,0,11,,
,,,,,,,,29972,770
450,450,96,96,35,2.29387469,0,24,84074,1942
,,,,,,,,1498,0
,,,,,,,,5307,656
,,,,,,,,143,0
,,,,,,,,307,0
70,70,6,6,0,0.44994128,0,3,30878,348
,,,,,,,,1881,0
322,367,34,34,0,1.3557671,-45,7,,
,,,,,,,,3430,95
25,2,1,1,0,0.11780822,23,1,7,0
130,130,1,1,0,0.1780822,0,0,3717,0
80,70,7,7,0,0.11358121,10,2,,
,,,,,,,,4059,252
67,67,7,7,0,0.22020037,0,2,2139,0
,,,,,,,,555345,19095
2810,2581,336,336,124,4.0338277,229,51,,
,,,,,,,,3218,249
,,,,,,,,2844,331
97,97,8,8,0,0.43807372,0,3,16236,288
,,,,,,,,336,19
,,,,,,,,6011,366
,,,,,,,,2288,43
90,75,8,8,0,0.14743379,15,2,,
37,37,4,4,0,0.36512402,0,2,,
,,,,,,,,2180,80
,,,,,,,,17783,171
509,479,28,28,17,1.55960512,30,17,,
,,,,,,,,7632,1
141,141,10,10,0,0.21064802,0,4,,
,,,,,,,,5954,132
25,25,4,4,0,0.48734248,0,2,367,0
67,67,7,7,0,0.42277652,0,3,2237,63
,,,,,,,,6428,331
,,,,,,,,1891,27
,,,,,,,,1722,63
,,,,,,,,8232,417
192,107,12,12,0,0.35995391,85,5,1798,20
540,488,25,25,0,1.10567436,52,9,,
,,,,,,,,12257,207
265,265,27,27,0,1.72650837,0,10,16519,1164
,,,,,,,,43637,1216
1258,818,103,103,58,2.5123597,440,23,101814,8111
,,,,,,,,5777,128
,,,,,,,,147,0
147,107,17,17,0,0.36430675,40,4,,
,,,,,,,,4887,41
,,,,,,,,8554,244
106,106,7,7,0,1.66352797,0,0,15251,1013
,,,,,,,,3818,250
,,,,,,,,1286,13
,,,,,,,,733,26
35,25,4,4,0,0.38235617,10,2,496,0
,,,,,,,,688,0
25,25,4,4,0,0.46345204,0,2,,
,,,,,,,,430,0
451,429,33,33,0,1.750265373,22,8,129640,3020
,,,,,,,,4854,32
,,,,,,,,709,0
570,394,43,43,13,1.26379573,176,23,,
,,,,,,,,5259,63
,,,,,,,,1964,50
130,94,11,11,10,0.59358788,36,3,,
,,,,,,,,14397,240
,,,,,,,,48767,452
,,,,,,,,352,0
85,70,12,12,0,0.59584892,15,2,11527,1053
,,,,,,,,727,0
292,202,22,22,0,0.93661323,90,9,5077,71
,,,,,,,,913,0
94,94,36,36,0,0,0,0,2290,67
856,658,40,40,0,1.94670871,198,17,,
,,,,,,,,16352,618
1379,1234,217,217,93,3.84377238,145,43,,
,,,,,,,,27978,359
,,,,,,,,11658,877
,,,,,,,,1229,47
129,63,11,11,0,0.33433354,66,3,,
,,,,,,,,128,0
180,180,32,32,0,0.57984781,0,0,2031,0
,,,,,,,,5131,42
25,25,4,4,0,0.36295891,0,2,11010,971
,,,,,,,,925,0
572,488,29,29,0,1.64289934,84,6,,
,,,,,,,,6529,153
,,,,,,,,2270,63
,,,,,,,,614,0
548,417,23,23,0,0.57038546,131,7,,
,,,,,,,,17239,639
,,,,,,,,1996,8
116,86,8,8,0,0.45380694,30,4,6670,149
,,,,,,,,6100,0
243,207,24,24,0,1.06069982,36,10,271934,4903
147,92,8,8,0,0.16334127,55,2,1122,17
,,,,,,,,343,0
,,,,,,,,699,0
,,,,,,,,14407,215
1388,1289,197,197,61,1.11691537,99,27,,
,,,,,,,,67117,1385
,,,,,,,,6074,205
737,621,47,47,68,0.72041869,116,33,,
270,270,0,0,0,0.37541351,0,0,,
,,,,,,,,9533,365
,,,,,,,,898,0
238,238,34,34,0,0.5856452,0,12,28069,259
78,48,5,5,0,0.31187215,30,2,441,0
688,512,25,25,0,0.65059358,176,12,,
,,,,,,,,2062,96
,,,,,,,,474,109
25,25,4,4,0,0.57753426,0,2,21240,888
153,139,4,4,0,1.09633783,14,2,1164,0
,,,,,,,,8537,104
133,105,12,12,0,0.54961514,28,4,28428,444
100,90,4,4,0,0.46246576,10,3,36684,241
132,132,18,18,0,0.9167971,0,0,,
,,,,,,,,2226,0
178,155,12,12,0,0.66812193,23,7,,
,,,,,,,,17487,1498
,,,,,,,,539,63
,,,,,,,,6721,89
207,207,22,22,0,0.30754688,0,5,516,0
,,,,,,,,1570,943
547,487,39,39,0,2.27454889,60,22,,
,,,,,,,,43733,1301
68,46,8,8,0,0.36795712,22,2,8624,123
116,115,14,14,0,0.63354379,1,5,3381,224
,,,,,,,,2198,0
,,,,,,,,3439,26
40,40,10,10,0,0.39020547,0,2,,
,,,,,,,,2792,233
455,389,48,48,0,0.71161741,66,21,,
,,,,,,,,9154,80
134,68,8,8,0,0.19057211,66,3,1675,114
92,92,6,6,0,0.17096487,0,2,1535,63
195,189,16,16,0,1.21988564,6,5,4930,162
69,28,5,5,0,0.58344748,41,1,4654,0
62,25,4,4,0,0.48800001,37,2,1272,120
438,416,48,48,37,2.42991746,22,23,59607,4199
265,221,28,28,6,2.15607455,44,9,13669,538
171,103,23,23,0,0.98270601,68,5,1727,0
814,746,99,99,22,1.34644151,68,19,34901,1855
62,25,4,4,0,0.7408219,37,2,107,0
346,166,18,18,0,0.50957257,180,3,5222,0
,,,,,,,,9069,160
25,25,4,4,0,0.62871236,0,0,90,0
95,25,4,4,0,0.64963698,70,2,44443,1143
45,25,4,4,0,0.64920551,20,0,,
173,123,24,24,0,1.782308213,50,3,18182,205
164,59,10,10,0,1.15908304,105,5,1186,0
37,30,6,6,0,0.5912329,7,2,15018,782
42,25,6,6,0,0.48569864,17,2,2539,0
5631,4254,636,636,211,16.25341235,1377,135,581220,40320
419,334,20,20,0,0.55102509,85,14,13024,147
50,25,6,6,0,0.25128767,25,2,4014,0
57,28,4,4,0,0.63106679,29,2,2060,223
153,152,10,10,0,1.00618517,1,6,2566,217
50,50,8,8,0,1.38739729,0,1,173,0
68,25,6,6,0,0.46213698,43,2,2404,58
112,68,12,12,0,0.64469904,44,5,3103,110
51,35,6,6,0,0.37369863,16,3,528,42
74,20,4,4,0,0.26575342,54,2,181,0
2873,2526,226,226,83,4.97714972,347,64,148352,4848
10,10,2,2,0,0.062465753,0,0,1197,0
205,205,34,34,0,1.4390646,0,9,30316,1001
,,,,,,,,246,0
993,863,72,72,38,2.83160966,130,25,242552,9920
2666,1954,158,158,128,3.67473759,712,43,40562,2158
120,48,8,8,0,0.80786658,72,3,851,71
500,411,72,72,0,1.25366896,89,14,10815,143
,,,,,,,,9060,0
,,,,,,,,248,0
142,120,28,28,6,0.49763113,22,5,6849,101
253,207,24,24,0,0.80009264,46,5,29027,2604
61,50,10,10,0,0.63353424,11,4,1590,0
440,371,52,52,0,1.86658788,69,15,210080,5607
72,12,2,2,0,0.45684931,60,1,551,61
262,213,21,21,4,0.64306623,49,15,18140,354
25,25,4,4,0,0.44175342,0,2,642,0
25,25,4,4,0,0.081753425,0,2,147,0
238,127,21,21,0,0.42603818,111,9,287,0
1071,995,85,85,61,4.85464866,76,31,4040,0
42,25,4,4,0,0.16087671,17,1,95,0
,,,,,,,,233,0
94,50,7,7,0,0.78816437,44,3,2415,136
,,,,,,,,458,0
45,25,3,3,0,0.56723285,20,2,528,0
122,92,12,12,0,0.33913043,30,2,833,0
