NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,cases,deaths
26,27,2,2,0,0.59979707,-1,2,569,0
243,231,19,19,0,1.44718057,12,16,48300,2416
225,245,48,48,0,0.66139221,-20,16,106786,3116
12,21,6,6,0,0.37299412,-9,3,8997,885
2166,1682,231,231,85,5.64292974,484,80,607901,31576
785,613,78,78,15,3.22246168,172,39,818474,29128
,,,,,,,,8238,629
,,,,,,,,3741,89
93,96,12,12,0,0.67734021,-3,6,24590,1226
97,48,16,16,0,0.61290377,49,9,4992,143
,,,,,,,,393,4861
362,340,26,26,0,1.60977325,22,14,25614,761
391,418,34,34,0,1.601282517,-27,7,48615,1394
40,32,6,6,0,0.5972032,8,3,10676,553
430,410,22,22,0,3.04139751,20,14,85564,6040
323,247,24,24,0,1.04750824,76,12,39675,2809
1207,1123,110,110,16,6.76678806,84,52,396161,22447
25,25,4,4,0,0.54871231,0,2,2033,56
1096,1330,107,107,0,5.0178549,-234,38,846434,50581
89,89,6,6,0,0.56318301,0,3,22084,3165
1537,1415,112,112,55,4.44306234,122,53,360409,34316
285,263,11,11,0,0.54084051,22,3,51238,4511
3618,3440,320,320,26,9.69155439,178,64,1310641,88763
14,19,3,3,0,0.26416728,-5,1,967,0
1527,1327,114,114,0,7.0434942,200,32,520280,46981
1148,1107,48,48,0,2.92789805,41,25,475399,30353
6677,6152,903,903,120,13.79112554,525,127,1131905,50101
,,,,,,,,35585,545
2203,2457,212,212,27,8.4232746,-254,70,615504,38377
,,,,,,,,732,54
11,11,2,2,0,0.1120797,0,0,19,0
68,68,11,11,0,0.47427844,0,3,12497,252
124,128,9,9,0,0.32572773,-4,3,5835,517
,,,,,,,,867,1
25,25,5,5,0,0.16526027,0,2,2015,67
15,15,3,3,0,0.19075343,0,1,68,0
25,25,6,6,0,0.52318585,0,2,4052,103
387,322,37,37,0,1.03151313,65,10,17448,1079
8,8,1,1,0,0.009931507,0,0,283,0
259,222,25,25,0,0.516763271,37,15,38169,2430
71,87,10,10,0,0.35931349,-16,3,55802,1383
557,523,37,37,0,1.69104886,34,11,23035,1295
25,25,4,4,0,0.10027397,0,2,4636,185
25,25,4,4,0,0.24745205,0,2,1288,82
,,,,,,,,1546,85
82,49,6,6,0,0.50489235,33,3,243,8
49,49,9,9,0,0.14822477,0,2,1155,124
66,66,2,2,0,1.06409088,0,2,10845,698
71,49,6,6,0,0.36885658,22,2,3843,295
25,25,9,9,0,0.38750684,0,2,1199,138
66,56,6,6,0,0.51527923,10,2,358,154
45,45,7,7,0,0.42350685,0,4,12949,459
202,170,18,18,0,0.53181303,32,6,1809,164
1151,1051,125,125,44,2.82767766,100,43,143328,15965
25,25,4,4,0,0.12328767,0,2,1194,64
25,25,5,5,0,0.35923287,0,2,372,89
425,409,20,20,0,0.5914526,16,8,2073,375
67,49,9,9,0,0.55789769,18,2,3839,404
65,44,4,4,0,0.27658778,21,2,11215,1500
61,61,11,11,0,0.60008827,0,4,303,0
98,73,11,11,0,0.53508343,25,3,2661,55
913,873,120,120,33,1.85398048,40,22,46134,1394
22,22,2,2,0,0.28754669,0,2,8487,220
47,47,4,4,0,0.1992422,0,2,4938,521
25,25,3,3,0,0.24887671,0,2,52,0
118,90,8,8,0,0.22590563,28,3,5344,522
501,469,61,61,0,1.17637473,32,10,99390,2908
989,904,70,70,53,1.99889982,85,21,46178,2776
8,8,1,1,0,0.18133223,0,1,1673,164
1796,2018,157,157,111,5.17831314,-222,40,195402,4666
,,,,,,,,13,0
,,,,,,,,294,0
183,116,10,10,0,0.52765709,67,4,25476,2198
,,,,,,,,750,0
113,113,13,13,0,0.34129015,0,5,37676,366
107,142,25,25,0,1.00423991,-35,3,31998,1644
25,25,4,4,0,0.19221918,0,1,215,0
15,15,3,3,0,0.39378995,0,0,486,0
1229,1254,139,139,0,4.606128908,-25,47,471195,51691
45,45,8,8,0,0.20091324,0,2,1311,14
204,263,30,30,11,0.6540698,-59,6,3722,669
45,45,6,6,0,0.398965,0,2,1681,0
49,49,4,4,0,0.34593233,0,2,1421,139
,,,,,,,,449,0
308,324,26,26,0,0.49246576,-16,7,6425,485
,,,,,,,,1175,88
217,153,14,14,0,0.35286954,64,4,31012,1192
148,131,18,18,0,0.855237392,17,4,4198,77
,,,,,,,,336,0
227,362,49,49,0,1.136491,-135,8,34033,1896
25,25,9,9,0,0.4439452,0,2,4752,0
4386,3807,390,390,44,8.058713815,579,114,648866,62685
24,24,4,4,0,0.10696347,0,0,4314,133
88,88,15,15,0,0.23758972,0,2,1401,40
25,25,4,4,0,0.055123288,0,2,,
25,25,4,4,0,0.16843836,0,2,886,0
,,,,,,,,441,46
46,46,4,4,0,0.35592616,0,2,7564,627
309,325,22,22,0,0.835234356,-16,6,39671,1870
,,,,,,,,716,0
,,,,,,,,1425,0
610,724,106,106,0,2.54234701,-114,23,62917,6046
65,65,11,11,0,0.413954346,0,3,2915,360
12,12,2,2,0,0.38789955,0,2,267,0
107,111,7,7,0,0.3983216,-4,3,14925,1271
375,372,23,23,0,1.00083504,3,10,29994,2198
144,97,13,13,0,0.32031382,47,4,6849,125
168,168,8,8,0,1.081263957,0,2,11179,1393
,,,,,,,,14454,300
74,74,14,14,0,0.222002794,0,4,8155,336
2073,1880,89,89,0,3.84152743,193,60,115982,6249
6217,5320,676,676,190,15.14154971,897,209,1435253,154243
49,49,20,20,0,0.48962817,0,3,969,156
25,25,4,4,0,0.37556165,0,2,396,0
746,666,35,35,0,1.48900145,80,7,64410,3203
87,36,8,8,0,0.4434551,51,2,1900,0
134,110,10,10,0,1.42405278,24,3,913,0
,,,,,,,,7883,125
40,40,7,7,0,0.218045668,0,2,388,0
272,167,29,29,0,0.61755395,105,9,7002,33
78,40,7,7,0,0.63984018,38,3,930,114
105,47,6,6,0,0.60236114,58,2,4660,0
109,109,18,18,0,0.50437868,0,3,9785,80
5,5,1,1,0,0.00109589,0,0,659,88
30,25,4,4,0,0.22860274,5,2,2037,28
61,55,10,10,0,0.44647571,6,2,2856,81
,,,,,,,,21649,1408
48,48,8,8,0,0.163988084,0,0,233,0
16,16,3,3,0,0.21815069,0,0,10,0
26,26,4,4,0,0.29284628,0,0,4020,0
220,168,16,16,0,1.78574297,52,5,3407,204
244,216,23,23,0,1.32559105,28,6,61234,2472
,,,,,,,,2835,0
143,115,8,8,0,1.2266691,28,3,1767,0
43,24,4,4,0,0.35559362,19,1,1008,0
,,,,,,,,1265,57
159,159,18,18,0,0.25162402,0,4,7087,0
83,83,12,12,0,1.22979605,0,6,3539,167
10,10,2,2,0,0.13589041,0,0,180,0
6586,3656,430,430,385,5.281763011,2930,82,395399,31330
,,,,,,,,201,0
50,25,4,4,0,0.45720547,25,2,109,0
86,70,12,12,0,0.37741682,16,2,1662,0
104,76,12,12,0,0.64378995,28,5,2508,368
20,14,2,2,0,0.1741683,6,0,2114,0
49,25,4,4,0,0.33632877,24,2,524,35
136,81,8,8,0,0.4143751,55,3,23319,56
15,15,3,3,0,0.081643835,0,0,66,0
25,18,3,3,0,0.36821705,7,0,335,0
32,32,5,5,0,0.46420091,0,0,182,0
25,16,3,3,0,0.4135274,9,1,67,0
15,15,3,3,0,0.20657535,0,0,,
15,9,2,2,0,0.2,6,0,2894,42
44,44,7,7,0,0.155039139,0,1,316,0
74,50,8,8,0,0.465753417,24,2,4734,39
18,10,2,2,0,0.14520548,8,0,291,48
12,12,2,2,0,0.22214612,0,1,519,0
57,55,10,10,0,0.21723537,2,2,8156,372
115,74,10,10,0,0.77808666,41,3,1712,0
35,25,4,4,0,0.31879452,10,0,2101,17
28,28,5,5,0,0.23796478,0,0,910,65
49,25,4,4,0,0.34279451,24,2,1910,12
,,,,,,,,16909,57
25,20,3,3,0,0.16835617,5,2,1947,0
73,65,3,3,0,0.47574538,8,0,3596,388
48,48,8,8,0,0.14412101,0,2,79315,199
14,14,2,2,0,0.049119372,0,1,764,0
2136,1192,250,250,0,1.74615617,944,62,35636,648
149,121,9,9,0,1.28493836,28,3,3084,18
42,41,4,4,0,1.0568904,1,2,1048,0
30,9,2,2,0,0.26057839,21,1,4930,0
44,18,3,3,0,0.16012177,26,1,587,0
92,54,9,9,0,0.39700914,38,2,3303,85
34,19,3,3,0,0.40605623,15,1,372,0
1925,1340,151,151,10,4.6693021,585,31,135849,6271
,,,,,,,,178,0
25,25,4,4,0,0.19071823,0,1,326,0
16,16,3,3,0,0.26284248,0,1,469,3
49,32,6,6,0,0.32217467,17,2,20881,134
28,25,4,4,0,0.23221917,3,2,1218,0
25,25,4,4,0,0.25249314,0,2,167,0
142,109,19,19,0,1.04524935,33,4,19092,140
54,33,4,4,0,0.37592363,21,2,10701,92
20,16,3,3,0,0.15017124,4,0,776,25
1121,815,97,97,18,3.18574528,306,31,7138,865
590,535,52,52,30,1.64297653,55,25,94168,618
43,29,5,5,0,0.50070852,14,2,7054,0
49,25,4,4,0,0.27616438,24,0,31,0
36,33,6,6,0,0.34115678,3,0,768,18
71,39,5,5,0,0.93656358,32,2,11407,36
25,15,3,3,0,0.099908672,10,0,252,0
,,,,,,,,3826,731
25,14,2,2,0,0.25772995,11,1,1165,0
49,25,2,2,0,0.26169863,24,1,381,0
35,15,3,3,0,0.45643836,20,1,1387,0
183,154,31,31,0,1.0231874,29,4,30641,1522
50,50,8,8,0,0.37315067,0,1,3456,0
25,25,4,4,0,0.27682191,0,1,874,205
49,49,8,8,0,0.46822587,0,2,5448,1018
106,85,11,11,0,1.69720862,21,4,13799,96
55,47,8,8,0,0.36847821,8,0,422,0
159,147,15,15,0,0.29452986,12,3,12116,892
200,163,24,24,0,0.46173629,37,4,1168,55
25,16,3,3,0,0.56489724,9,2,3317,72
25,25,4,4,0,0.36471233,0,2,15196,709
,,,,,,,,990,0
164,152,8,8,0,0.19302452,12,2,10237,681
25,25,4,4,0,0.54180825,0,0,4351,250
,,,,,,,,6223,451
84,39,7,7,0,0.13066386,45,1,8019,753
25,15,3,3,0,0.45972604,10,2,2404,128
32,22,4,4,0,0.36276463,10,0,4729,172
25,25,4,4,0,0.37709588,0,0,7431,846
49,49,6,6,0,0.4249371,0,2,6516,226
181,181,10,10,0,0.14887856,0,2,7230,241
25,25,4,4,0,0.60405481,0,1,16030,211
35,25,4,4,0,0.56197262,10,0,8485,77
514,460,62,62,1,1.86516649,54,9,33723,497
542,459,45,45,0,0.70056939,83,21,30192,1806
25,24,4,4,0,0.67134702,1,1,1679,91
48,42,6,6,0,0.20084801,6,2,1571,85
7,7,1,1,0,0.53894323,0,1,1301,90
156,49,9,9,0,0.36840928,107,2,5476,148
102,51,6,6,0,0.17104486,51,2,5989,687
1797,1548,66,66,23,3.24731654,249,18,17909,484
2637,2259,195,195,199,4.23674477,378,63,59709,1278
25,25,4,4,0,0.28580821,0,0,20646,1414
,,,,,,,,3296,390
,,,,,,,,5081,388
435,435,48,48,0,0.56425828,0,27,21766,846
16,16,3,3,0,0.31191781,0,0,7997,185
30,12,2,2,0,0.071689501,18,0,2346,38
35,25,4,4,0,0.13863014,10,0,4049,133
285,268,14,14,0,0.34755674,17,5,30346,1149
25,25,4,4,0,0.35528767,0,0,7459,502
217,171,24,24,0,0.55312026,46,5,8806,248
261,175,17,17,0,1.47778714,86,4,13179,276
988,767,74,74,6,2.85303127,221,19,40375,3325
25,25,4,4,0,0.29939726,0,0,5381,32
25,25,4,4,0,0.6588493,0,1,22952,515
700,586,42,42,26,1.48818099,114,30,10442,472
208,173,9,9,0,0.30100563,35,5,16142,1860
99,90,5,5,0,0.17923896,9,4,15563,1364
315,159,18,18,0,0.4235231,156,4,11214,384
67,67,7,7,0,0.17583317,0,2,38606,1237
49,49,6,6,0,0.35113224,0,2,6937,481
40,27,5,5,0,0.20334855,13,0,5266,193
130,119,13,13,6,0.77318573,11,3,14966,1368
25,25,4,4,0,0.45063013,0,2,4576,84
68,58,11,11,0,0.413684202,10,1,32469,1777
25,25,4,4,0,0.62695891,0,1,13115,190
25,25,4,4,0,0.34147945,0,0,9224,235
96,88,6,6,0,0.21960406,8,2,11976,620
112,45,8,8,0,0.57627118,67,2,4994,193
84,73,10,10,0,0.82404715,11,3,14115,1722
22,22,4,4,0,0.16239104,0,0,2932,153
191,177,19,19,0,0.44239826,14,6,12993,621
25,25,4,4,0,0.5949589,0,0,2800,182
114,39,7,7,0,0.18433438,75,2,3100,145
,,,,,,,,1887,0
2055,609,44,44,36,2.50098235,1446,5,24140,484
35,25,4,4,0,0.4518356,10,0,34322,486
29,19,3,3,0,0.2385734,10,0,462,0
99,69,12,12,0,0.61147946,30,0,5400,14
29,19,3,3,0,0.000720981,10,0,8327,527
25,25,4,4,0,0.50144738,0,2,1913,6
138,126,12,12,0,0.93998715,12,4,5777,221
18,9,2,2,0,1,9,0,1636,67
,,,,,,,,5339,36
25,25,4,4,0,0.42487672,0,1,5483,752
48,66,8,8,0,0.23013699,-18,2,1548,6
,,,,,,,,3534,173
153,92,8,8,0,0.2456224,61,2,4238,298
,,,,,,,,1533,20
25,25,4,4,0,0.1590137,0,1,3995,12
396,336,27,27,0,0.91918629,60,7,9824,423
266,216,28,28,0,0.96876282,50,7,10647,370
80,49,6,6,0,0.4507688,31,2,9914,123
38,38,7,7,0,0.53669792,0,0,3558,215
,,,,,,,,5847,604
41,14,2,2,0,0.23992172,27,1,6351,44
26,26,5,5,0,0.63108534,0,1,4957,204
25,25,4,4,0,0.46509588,0,2,15344,219
93,51,10,10,0,0.45893097,42,2,2820,0
,,,,,,,,1259,0
18,16,3,3,0,0.34195206,2,1,192,0
70,40,7,7,0,0.28938356,30,2,3262,26
43,43,7,7,0,0.45793606,0,3,627,0
25,25,4,4,0,0.25698629,0,1,101,0
60,44,8,8,0,0.20716065,16,2,624,71
,,,,,,,,678,0
,,,,,,,,425,0
1184,1049,150,150,97,2.07690451,135,32,10875,108
501,501,27,27,0,1.96772158,0,10,33283,133
253,233,14,14,0,0.5597136,20,8,2325,0
,,,,,,,,330,0
75,56,3,3,0,0.995449805,19,1,2182,78
130,114,18,18,0,1.13956162,16,4,2908,87
580,494,51,51,36,1.64492362,86,20,4889,133
25,21,4,4,0,0.22074364,4,0,393,0
,,,,,,,,332,80
106,96,9,9,0,0.66175574,10,3,6021,524
41,41,16,16,0,1.16427398,0,1,610,0
,,,,,,,,440,0
,,,,,,,,1845,0
,,,,,,,,83,0
769,709,43,43,0,2.79391871,60,15,11217,179
58,42,5,5,0,0.42028701,16,2,1226,0
268,254,25,25,0,0.8918891,14,6,4341,81
,,,,,,,,629,0
35,25,4,4,0,0.52339727,10,2,582,0
,,,,,,,,8,0
,,,,,,,,242,0
,,,,,,,,263,0
,,,,,,,,375,0
55,25,4,4,0,0.39528766,30,1,39,0
,,,,,,,,59,0
,,,,,,,,2534,149
148,148,13,13,0,0.37743428,0,4,10060,940
24,24,4,4,0,0.40810502,0,1,171,0
35,25,4,4,0,0.22882192,10,0,1377,129
1748,1497,203,203,80,4.12339384,251,30,10641,683
22,21,4,4,0,0.369863,1,1,212,0
19,14,4,4,0,0.45596868,5,2,573,0
110,96,8,8,0,1.15043491,14,2,752,150
,,,,,,,,74,0
,,,,,,,,190,0
139,128,16,16,0,0.60513579,11,4,701,0
15,15,4,4,0,0.26630136,0,2,139,0
3116,2476,280,280,176,7.67652252,640,55,38729,1276
25,25,4,4,0,0.55463016,0,1,3868,0
321,279,28,28,0,0.40260226,42,5,24028,915
62,45,8,8,0,0.43360019,17,2,5197,0
,,,,,,,,74408,1541
,,,,,,,,26,0
58,43,4,4,0,0.3561644,15,2,273,0
32,25,2,2,0,0.28153425,7,2,4686,118
53,25,4,4,0,0.19638357,28,2,354,0
,,,,,,,,410,62
25,25,4,4,0,0.35189041,0,2,5030,76
25,25,4,4,0,0.12350685,0,1,523,71
25,25,4,4,0,0.58739728,0,2,249,0
25,25,4,4,0,0.43715069,0,0,275,0
144,25,4,4,0,0.23747945,119,0,172,0
,,,,,,,,167,0
99,86,8,8,0,0.48432621,13,4,355,0
,,,,,,,,2407,0
,,,,,,,,91,0
,,,,,,,,246,0
,,,,,,,,3078,0
,,,,,,,,2957,38
,,,,,,,,78,0
,,,,,,,,676,0
,,,,,,,,497,0
,,,,,,,,1256,39
659,634,96,96,38,2.19187748,25,31,2578,68
81,38,7,7,0,0.18045112,43,2,611,0
,,,,,,,,163,0
,,,,,,,,389,0
,,,,,,,,3,0
167,49,7,7,0,0.34939894,118,2,4446,227
25,25,4,4,0,0.62520546,0,1,4282,0
99,108,9,9,0,0.37396321,-9,3,4235,42
242,172,18,18,0,0.28324306,70,3,242,0
25,25,4,4,0,0.17523287,0,2,1240,42
97,118,12,12,0,0.62856203,-21,2,4371,82
86,52,8,8,0,0.44683877,34,3,218,0
46,46,0,0,0,0,0,0,3497,83
15,15,3,3,0,0.28511417,0,0,23,0
,,,,,,,,209,0
99,33,8,8,0,0.26162231,66,2,717,0
34,25,4,4,0,0.35320547,9,2,1170,0
,,,,,,,,171,0
,,,,,,,,537,0
60,42,7,7,0,0.27071103,18,2,15089,76
,,,,,,,,51,0
25,25,4,4,0,0.34487671,0,2,382,13
125,87,12,12,0,0.35191309,38,3,6673,414
,,,,,,,,128,0
,,,,,,,,94,0
874,888,62,62,0,3.59987472,-14,24,52177,3544
12,12,2,2,0,0.063123286,0,0,151,0
471,433,11,11,0,1.237860637,38,6,2551,116
,,,,,,,,305078,22562
2652,3049,321,321,125,5.69609335,-397,68,,
5201,4726,498,498,244,9.26788132,475,105,,
,,,,,,,,118824,6980
47,25,4,4,0,0.41786301,22,2,749,78
48,48,4,4,0,0.2833904,0,2,4325,179
,,,,,,,,365,0
25,16,3,3,0,0.59075344,9,0,2442,0
157,111,18,18,0,0.66585213,46,4,1045,128
66,47,4,4,0,0.26855144,19,3,28,0
,,,,,,,,329,0
140,41,6,6,0,0.17347144,99,2,505,0
,,,,,,,,1876,0
25,25,4,4,0,0.43857536,0,2,680,59
,,,,,,,,3,0
,,,,,,,,1131,0
,,,,,,,,183,0
,,,,,,,,864,0
18,18,3,3,0,0.3392694,0,1,80,0
49,49,8,8,0,0.30193607,0,0,1253,33
6,6,1,1,0,0.011415525,0,0,,
25,25,4,4,0,0.82608217,0,0,356,0
10,10,2,2,0,0.55945206,0,1,490,0
25,25,4,4,0,0.63276714,0,0,,
549,332,24,24,24,0.8815701,217,7,1351,130
50,33,5,5,0,0.83178085,17,0,,
25,25,4,4,0,0.56054795,0,2,159,0
25,25,4,4,0,0.83123291,0,0,,
25,25,3,3,0,0.30323288,0,2,3,0
199,199,4,4,0,1.56263012,0,2,257,0
25,25,4,4,0,0.59693152,0,0,,
25,23,4,4,0,0.39821321,2,1,10,0
247,220,25,25,9,1.32972265,27,10,3074,133
90,87,9,9,0,0.676427453,3,4,12934,56
25,4,1,1,0,0.006164384,21,0,,
46,46,8,8,0,0.32792413,0,1,422,0
,,,,,,,,207,0
25,25,4,4,0,0.84010959,0,0,,
49,49,6,6,0,0.16617277,0,2,90,0
,,,,,,,,222,0
47,47,9,9,0,0.72772104,0,3,472,0
211,189,9,9,2,1.44422347,22,5,1461,0
25,25,4,4,0,0.84558904,0,0,84,0
25,25,4,4,0,0.27167124,0,2,597,88
15,17,4,4,0,0.77596871,-2,0,690,85
25,25,4,4,0,0.53789955,0,0,,
25,25,4,4,0,0.6938082,0,0,89,0
25,24,4,4,0,0.65593606,1,0,,
404,299,32,32,24,1.06026623,105,9,3169,80
25,25,4,4,0,0.84328765,0,0,86,0
25,25,4,4,0,0.43254796,0,2,641,0
6,6,1,1,0,0.2479452,0,1,,
20,20,3,3,0,0.13712329,0,2,134,0
16,16,3,3,0,0.19640411,0,0,,
22,22,4,4,0,0.94520545,0,0,,
25,25,5,5,0,0.56778079,0,2,720,0
25,25,4,4,0,0.50663012,0,2,242,0
67,75,13,13,0,1.04013283,-8,1,511,0
25,25,1,1,0,0.34224656,0,0,41,0
16,16,3,3,0,0.31369862,0,2,,
19,19,3,3,0,0.22379236,0,1,,
98,71,11,11,0,0.55145669,27,2,981,0
10,10,2,2,0,0.35835618,0,0,99,0
25,25,4,4,0,0.82126027,0,0,,
25,25,4,4,0,0.9018082,0,0,,
21,21,4,4,0,0.15538161,0,1,2264,445
,,,,,,,,0,2
25,25,4,4,0,0.17139725,0,0,5,0
25,25,4,4,0,0.77457535,0,0,60,0
664,611,53,53,48,2.42401415,53,16,7099,150
200,127,10,10,0,1.38522807,73,3,15741,502
23,23,4,4,0,0.11578321,0,0,405,0
,,,,,,,,14,0
25,25,4,4,0,0.34947947,0,2,233,0
25,25,4,4,0,0.33315068,0,2,119,0
15,15,3,3,0,0.050320514,0,0,22,0
23,23,4,4,0,0.13674806,0,0,,
361,362,34,34,18,0.80594152,-1,7,9406,84
16,16,3,3,0,0.050171234,0,0,445,0
20,20,3,3,0,0.20712329,0,0,2017,0
,,,,,,,,2069,0
,,,,,,,,374,0
20,20,4,4,0,0.075479455,0,0,30,0
25,25,4,4,0,0.17161644,0,1,80,0
25,19,4,4,0,0.27656814,6,2,584,0
,,,,,,,,1184,0
25,25,4,4,0,0.040219177,0,0,28658,139
25,25,4,4,0,0.20449315,0,1,1410,0
35,35,6,6,0,0.21715307,0,1,2309,250
,,,,,,,,86068,1040
25,25,4,4,0,0.17983562,0,1,51,0
57,57,9,9,0,0.6339452,0,2,45441,336
,,,,,,,,1511,17
75,50,9,9,0,0.40591779,25,3,21429,78
2754,2322,317,317,129,6.978715552,432,63,203492,2290
14,14,2,2,0,0.12485323,0,1,,
20,20,3,3,0,0.21178082,0,0,340,22
14,14,2,2,0,0.045401175,0,0,361,0
,,,,,,,,55,0
20,20,3,3,0,0.26410958,0,1,397,13
25,25,3,3,0,0.4360548,0,2,2987,239
10,10,2,2,0,0.07342466,0,0,84,0
,,,,,,,,18,0
,,,,,,,,792,0
,,,,,,,,139,0
157,140,16,16,9,0.40608612,17,5,89296,2379
12,14,2,2,0,0.2706458,-2,1,3637,652
19,19,3,3,0,0.13035329,0,0,,
,,,,,,,,54,0
42,42,7,7,0,0.50188558,0,2,52,0
10,16,3,3,0,0.1510274,-6,0,2022,119
17,17,3,3,0,0.13924254,0,0,360,0
18,18,3,3,0,0.19619483,0,1,360,0
10,10,2,2,0,0.20356165,0,0,639,0
18,18,3,3,0,0.11978691,0,2,98,0
15,15,3,3,0,0.22703196,0,0,792,0
23,23,4,4,0,0.11935676,0,0,531,0
1062,1103,103,103,57,4.42909712,-41,32,58267,395
116,97,19,19,0,0.48592007,19,6,2988,141
131,131,24,24,0,0.38557798,0,5,16459,245
20,20,3,3,0,0.16383561,0,1,1761,0
20,20,3,3,0,0.1020548,0,1,541,0
19,19,3,3,0,0.083056957,0,0,230,0
16,16,3,3,0,0.12842466,0,0,198,0
25,25,4,4,0,0.18378082,0,1,38,0
28,28,5,5,0,0.26628909,0,2,416,0
11,17,3,3,0,0.11941982,-6,0,,
20,20,3,3,0,0.2330137,0,0,,
25,25,4,4,0,0.38553426,0,2,907,0
35,35,6,6,0,0.37465754,0,1,212,0
47,47,5,5,0,0.34607986,0,2,27000,50
16,16,3,3,0,0.067636989,0,0,640,0
25,25,4,4,0,0.37446576,0,2,284,0
24,24,4,4,0,0.28607306,0,1,58,13
24,24,4,4,0,0.089954339,0,0,,
43,43,7,7,0,0.195728189,0,0,24156,65
212,89,13,13,3,0.81988649,123,5,30863,180
16,16,3,3,0,0.13133562,0,2,1989,53
166,122,22,22,0,0.44864136,44,4,5673,27
24,24,4,4,0,0.34851599,0,0,1394,63
25,25,4,4,0,0.16142465,0,0,,
,,,,,,,,183,0
,,,,,,,,15,0
,,,,,,,,935,0
17,19,3,3,0,0.18731074,-2,1,25,0
,,,,,,,,48,0
34,34,6,6,0,0.40682422,0,1,1981,11
,,,,,,,,2541,17
16,16,3,3,0,0.32739726,0,0,210,0
21,21,4,4,0,0.086757988,0,2,2301,71
21,21,4,4,0,0.19478147,0,0,732,0
13,13,2,2,0,0.081348792,0,0,321,0
38,38,6,6,0,0.42480084,0,0,1790,0
255,219,32,32,0,1.4819454,36,9,5380,191
40,25,4,4,0,0.49676713,15,2,450,64
6897,5657,652,652,311,20.15269105,1240,230,432584,20587
23,23,4,4,0,0.50458604,0,2,2086,0
75,59,7,7,0,0.19925702,16,2,1796,80
53,25,3,3,0,0.30608219,28,1,4553,221
25,5,2,2,0,0.22246575,20,2,1086,0
20,4,1,1,0,0.72534245,16,0,87,0
63,14,2,2,0,0.16438356,49,0,3712,39
35,11,2,2,0,0.59078455,24,1,232,0
25,25,4,4,0,0.38805479,0,2,3787,74
38,13,2,2,0,0.10474183,25,1,94,0
,,,,,,,,36,0
,,,,,,,,1804,225
1744,1413,296,296,68,3.237283464,331,31,96662,3366
25,25,4,4,0,0.184,0,2,221,0
137,86,10,10,0,0.60156101,51,3,3919,11
50,50,8,8,0,0.85786301,0,4,3233,0
169,86,27,27,0,0.58493149,83,4,3531,152
66,66,10,10,0,0.9859863,0,5,276,0
506,500,64,64,30,2.81275878,6,24,5264,53
1232,974,66,66,0,2.77014371,258,22,131865,7331
563,474,29,29,0,3.5407227,89,14,19391,771
617,506,43,43,0,3.40099409,111,13,77359,3691
290,182,17,17,0,1.16623592,108,9,15434,696
25,25,4,4,0,0.40186301,0,2,1229,83
,,,,,,,,822,12
557,821,65,65,22,2.7905513,-264,36,117395,7528
2874,1934,122,122,56,5.2152859,940,80,1284010,98535
909,795,100,100,0,4.59789775,114,29,268136,16027
2231,2407,166,166,94,4.25586181,-176,92,369514,18296
242,149,16,16,0,0.43295026,93,6,34964,2729
376,321,24,24,0,1.58698869,55,16,114658,3801
3541,2515,226,226,169,7.20711536,1026,84,1166437,102420
311,233,46,46,0,0.4424659,78,8,128045,7241
1764,1086,89,89,41,4.01776096,678,28,1215036,70080
184,170,12,12,0,0.56851155,14,9,59343,3332
1608,1199,83,83,0,4.43206301,409,23,398564,25821
2527,2032,232,232,104,5.17768973,495,83,1014681,57466
2155,1643,128,128,75,3.79687077,512,59,542364,35055
1782,1566,111,111,38,3.24720952,216,52,438550,37143
1528,1325,114,114,0,5.19512849,203,47,570155,41853
920,823,53,53,56,1.30272436,97,31,1043001,53051
222,209,19,19,0,0.56523531,13,7,32428,2025
944,820,45,45,0,2.3651582,124,11,295889,24389
148,130,10,10,0,0.71393043,18,6,75076,8939
1332,951,77,77,15,3.53887934,381,31,1042850,62563
,,,,,,,,108721,105
309,156,20,20,0,1.08150243,153,7,74622,7550
1981,1937,179,179,163,7.67185607,44,50,88330,4033
,,,,,,,,131,59
232,204,24,24,0,1.1216709,28,5,2824,109
31,31,5,5,0,0.45386301,0,1,7946,329
25,25,4,4,0,0.24076712,0,1,378,0
100,106,8,8,0,0.29625225,-6,3,3127,0
618,635,60,60,12,4.07884693,-17,15,,
,,,,,,,,25364,184
148,116,18,18,0,0.39554845,32,4,1652,90
68,32,6,6,0,0.33321917,36,2,1102,0
10,10,2,2,0,0.16,0,0,1078,0
,,,,,,,,61,0
,,,,,,,,241,0
86,86,12,12,0,0.39724949,0,4,1607,0
25,25,4,4,0,0.40054795,0,2,229,0
47,47,6,6,0,0.13150685,0,2,460,0
25,25,6,6,0,0.4638904,0,2,843,58
191,148,26,26,0,1.39500445,43,3,128047,5259
106,56,11,11,0,0.586849336,50,2,16613,118
25,25,4,4,0,0.099506848,0,2,297,64
70,70,8,8,0,0.28297457,0,2,2608,26
24,20,4,4,0,0.12958904,4,2,1832,8
270,260,21,21,0,1.16465684,10,10,91233,6179
267,226,8,8,0,0.2112567,41,2,683,0
60,60,11,11,0,0.54570776,0,3,36377,1464
240,225,25,25,0,1.01631085,15,6,10096,130
