STATE,COUNTY,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,cases,deaths
Colorado,Yuma,30,30,6,6,0,0.37140411,0,1,1585,0
Connecticut,Fairfield,1694,1694,173,173,26,5.45651693,0,44,1001535,75041
Connecticut,Hartford,3065,2900,476,476,118,6.711029963,165,62,585520,68480
Connecticut,Litchfield,157,157,21,21,0,0.79491151,0,7,85757,7639
Connecticut,Middlesex,714,714,40,40,0,1.51453626,0,7,65639,8394
Connecticut,New Haven,1721,1721,201,201,107,5.90146774,0,52,689438,53518
Connecticut,New London,419,419,25,25,13,1.35706585,0,12,60702,4511
Connecticut,Tolland,209,209,16,16,0,1.75155699,0,4,47221,3614
Connecticut,Unknown,,,,,,,,,27314,137
Connecticut,Windham,144,144,14,14,0,1.03677558,0,5,22284,675
Delaware,Kent,404,414,29,29,15,2.35790939,-10,12,80222,3474
Delaware,New Castle,2156,1777,183,183,6,5.96246842,379,80,209307,8650
Delaware,Sussex,567,507,52,52,0,2.0367013,60,13,230762,7122
Delaware,Unknown,,,,,,,,,2163,15
District of Columbia,District of Columbia,4262,3260,407,407,113,8.10946886,1002,103,499158,25058
Florida,Alachua,2034,1537,230,230,130,3.31259119,497,52,27645,408
Florida,Baker,1163,81,4,4,0,1.12777559,1082,0,2051,239
Florida,Bay,707,676,77,77,32,2.14248314,31,20,7116,223
Florida,Bradford,49,25,4,4,0,0.44558904,24,2,3611,139
Florida,Brevard,1807,1861,288,288,0,5.74129552,-54,54,28836,767
Florida,Broward,6026,4713,525,525,191,12.45136259,1313,93,493078,19027
Florida,Calhoun,25,15,3,3,0,0.50045663,10,2,2698,146
Florida,Charlotte,715,607,51,51,7,1.5211145,108,19,26631,3124
Florida,Citrus,332,332,40,40,0,1.17812246,0,14,8888,832
Florida,Clay,503,459,42,42,16,1.93854052,44,20,25183,1741
Florida,Collier,633,750,81,81,19,2.90002239,-117,23,95471,2614
Florida,Columbia,468,456,28,28,0,0.9892847,12,7,8448,118
Florida,DeSoto,49,49,8,8,0,0.17360917,0,2,10293,480
Florida,Dixie,,,,,,,,,2159,73
Florida,Duval,3456,3119,416,416,156,6.58302565,337,90,107601,2758
Florida,Escambia,1648,1258,111,111,82,2.84830641,390,40,51664,1650
Florida,Flagler,99,99,18,18,0,0.90446937,0,3,11532,265
Florida,Franklin,25,25,4,4,0,0.064657532,0,1,163,0
Florida,Gadsden,949,24,4,4,0,0.19703196,925,0,13740,116
Florida,Gilchrist,,,,,,,,,1175,0
Florida,Glades,,,,,,,,,2753,84
Florida,Gulf,19,19,3,3,0,0.20273973,0,2,221,0
Florida,Hamilton,,,,,,,,,9403,28
Florida,Hardee,25,25,4,4,0,0.91156167,0,1,5784,7
Florida,Hendry,25,25,3,3,0,0.12515068,0,2,21033,727
Florida,Hernando,616,546,44,44,10,3.12980687,70,14,8547,328
Florida,Highlands,273,290,38,38,0,0.97686452,-17,8,8766,601
Florida,Hillsborough,4471,4122,460,460,205,6.77642777,349,98,155205,4224
Florida,Holmes,20,20,3,3,0,0.45698631,0,2,1253,0
Florida,Indian River,566,511,43,43,0,1.68225062,55,13,10511,598
Florida,Jackson,100,66,7,7,0,0.52569532,34,3,11258,31
Florida,Jefferson,,,,,,,,,2084,177
Florida,Lafayette,,,,,,,,,468,0
Florida,Lake,851,783,129,129,0,2.9079113,68,19,23183,961
Florida,Lee,1614,1243,151,151,152,3.89947563,371,91,125511,5931
Florida,Leon,1208,822,61,61,30,3.15768417,386,36,23816,370
Florida,Levy,,,,,,,,,3049,24
Florida,Liberty,,,,,,,,,10089,21
Florida,Madison,25,25,4,4,0,0.43561643,0,2,4482,184
Florida,Manatee,895,867,113,113,6,3.199682,28,21,66239,5645
Florida,Marion,910,839,116,116,0,3.84696326,71,30,16797,417
Florida,Martin,388,376,66,66,0,1.96579722,12,17,39116,655
Florida,Miami-Dade,7842,7942,858,858,258,14.5224552,-100,192,1190647,39419
Florida,Monroe,147,129,14,14,0,0.407331407,18,6,7769,268
Florida,Nassau,62,54,9,9,0,0.55428714,8,3,5213,52
Florida,Okaloosa,493,441,51,51,10,1.72170258,52,15,15799,354
Florida,Okeechobee,100,100,8,8,0,0.47471234,0,3,5043,0
Florida,Orange,3177,4441,349,349,295,5.47155475,-1264,67,151083,2688
Florida,Osceola,628,575,66,66,24,2.19584864,53,14,48158,1087
Florida,Palm Beach,4440,3950,427,427,136,8.89485189,490,116,379115,20479
Florida,Pasco,1407,1339,143,143,12,4.91012583,68,29,26993,763
Florida,Pinellas,3874,3253,285,285,122,8.27149337,621,76,95403,4741
Florida,Polk,1736,1579,145,145,45,2.53498785,157,41,63473,3137
Florida,Putnam,99,99,10,10,0,0.64975786,0,5,9808,267
Florida,Santa Rosa,355,294,20,20,0,2.13512386,61,6,15646,631
Florida,Sarasota,1542,1312,128,128,33,3.70952016,230,35,39761,4451
Florida,Seminole,345,332,39,39,0,2.07978025,13,9,38781,732
Florida,St. Johns,335,335,47,47,7,0.46655491,0,6,19871,386
Florida,St. Lucie,873,728,77,77,6,2.25600492,145,18,33317,1937
Florida,Sumter,347,317,62,62,0,1.31834579,30,11,17502,1127
Florida,Suwannee,,,,,,,,,11445,1090
Florida,Taylor,48,48,6,6,0,0.10981735,0,2,1335,0
Florida,Union,145,145,25,25,0,0.3351233,0,1,1454,29
Florida,Unknown,,,,,,,,,4227,45
Florida,Volusia,1453,1192,264,264,16,4.15823317,261,33,47675,2273
Florida,Wakulla,,,,,,,,,2100,72
Florida,Walton,136,112,28,28,0,0.70073179,24,4,6627,326
Florida,Washington,59,25,4,4,0,0.58597261,34,2,2777,201
Georgia,Appling,49,34,3,3,0,0.19911362,15,2,8448,655
Georgia,Atkinson,,,,,,,,,2410,96
Georgia,Bacon,25,25,4,4,0,0.51769865,0,1,5904,139
Georgia,Baker,,,,,,,,,2211,187
Georgia,Baldwin,365,285,12,12,0,0.34903577,80,2,20900,1241
Georgia,Banks,,,,,,,,,4184,19
Georgia,Barrow,56,56,6,6,0,0.20406066,0,2,18080,831
Georgia,Bartow,119,119,21,21,0,0.78314722,0,5,32338,2510
Georgia,Ben Hill,75,48,5,5,0,0.21969178,27,2,4071,40
Georgia,Berrien,63,51,9,9,0,0.030889068,12,1,2553,4
Georgia,Bibb,1184,1017,126,126,77,4.05810944,167,25,28404,1372
Georgia,Bleckley,25,15,3,3,0,0.86246574,10,1,2280,8
Georgia,Brantley,,,,,,,,,2974,144
Georgia,Brooks,25,25,4,4,0,0.53797263,0,1,4752,547
Georgia,Bryan,,,,,,,,,4824,297
Georgia,Bulloch,195,184,31,31,0,0.52950263,11,4,4335,152
Georgia,Burke,40,40,7,7,0,0.070479453,0,1,7381,299
Georgia,Butts,25,25,4,4,0,0.52208221,0,2,13185,1217
Georgia,Calhoun,,,,,,,,,8541,357
Georgia,Camden,40,40,5,5,0,0.45486301,0,2,3739,61
Georgia,Candler,25,25,6,6,0,0.3110137,0,2,823,0
Georgia,Carroll,326,197,28,28,0,1.49417043,129,11,34348,1589
Georgia,Catoosa,179,36,6,6,0,0.10768645,143,2,7599,36
Georgia,Charlton,,,,,,,,,1654,50
Georgia,Chatham,1569,1304,89,89,74,5.97498672,265,42,29595,1295
Georgia,Chattahoochee,250,250,0,0,0,0,0,0,5828,5
Georgia,Chattooga,,,,,,,,,1585,133
Georgia,Cherokee,126,150,20,20,0,0.93992692,-24,6,51906,1759
Georgia,Clarke,597,564,99,99,20,1.95186961,33,16,17101,1081
Georgia,Clay,,,,,,,,,2508,167
Georgia,Clayton,538,441,35,35,0,2.2001923,97,7,75737,3046
Georgia,Clinch,25,15,3,3,0,0.46794522,10,1,2916,67
Georgia,Cobb,1346,1243,98,98,49,2.6799883,103,67,181559,10177
Georgia,Coffee,88,86,10,10,0,0.52797067,2,3,15687,746
Georgia,Colquitt,168,127,16,16,0,1.6412999,41,3,25577,862
Georgia,Columbia,,,,,,,,,15575,383
Georgia,Cook,33,33,6,6,0,0.088750519,0,0,2895,98
Georgia,Coweta,254,250,23,23,10,2.18677628,4,9,24320,513
Georgia,Crawford,,,,,,,,,1612,0
Georgia,Crisp,73,65,16,16,0,0.51747102,8,3,14395,438
Georgia,Dade,36,36,6,6,0,0,0,0,1891,81
Georgia,Dawson,,,,,,,,,6374,111
Georgia,DeKalb,2834,2447,307,307,42,6.19045895,387,36,219941,6359
Georgia,Decatur,80,80,10,10,0,0.19695206,0,2,10181,256
Georgia,Dodge,94,40,6,6,0,0.36321917,54,2,2958,96
Georgia,Dooly,,,,,,,,,10880,741
Georgia,Dougherty,691,405,50,50,27,0.65292871,286,9,129241,9984
Georgia,Douglas,108,102,8,8,0,0.69806606,6,10,33673,1345
Georgia,Early,25,25,3,3,0,0.3601096,0,1,16987,1803
Georgia,Echols,,,,,,,,,4575,0
Georgia,Effingham,25,25,4,4,0,0.26564384,0,2,4119,79
Georgia,Elbert,25,52,4,4,0,0.14330874,-27,2,3702,0
Georgia,Emanuel,72,45,8,8,0,0.19939117,27,2,1987,81
Georgia,Evans,49,49,9,9,0,0.067766286,0,2,398,0
Georgia,Fannin,50,50,5,5,0,0.17747945,0,2,2966,58
Georgia,Fayette,282,221,66,66,20,0.81288803,61,8,15960,886
Georgia,Floyd,514,435,42,42,0,1.40423762,79,18,17309,942
Georgia,Forsyth,304,304,24,24,0,0.71379977,0,7,30937,787
Georgia,Franklin,56,56,8,8,0,0.32064578,0,2,4251,54
Georgia,Fulton,4682,3931,656,656,154,8.22528549,751,88,284413,13374
Georgia,Gilmer,,,,,,,,,7635,30
Georgia,Glascock,,,,,,,,,56,0
Georgia,Glynn,401,401,12,12,0,1.14493137,0,8,7928,91
Georgia,Gordon,69,69,8,8,0,0.64264441,0,2,10783,1009
Georgia,Grady,60,44,4,4,0,0.30386052,16,2,6434,245
Georgia,Greene,50,50,8,8,0,0.93369863,0,4,4712,373
Georgia,Gwinnett,848,854,70,70,42,2.30850124,-6,23,224822,7317
Georgia,Habersham,53,53,4,4,0,0.30012923,0,2,28606,1176
Georgia,Hall,657,542,85,85,0,0.81093365,115,20,142820,2454
Georgia,Hancock,,,,,,,,,9179,934
Georgia,Haralson,25,15,3,3,0,0.82337898,10,2,2888,163
Georgia,Harris,,,,,,,,,7120,274
Georgia,Hart,,,,,,,,,1706,0
Georgia,Heard,,,,,,,,,1696,142
Georgia,Henry,215,215,33,33,16,0.74003267,0,10,46708,1325
Georgia,Houston,276,276,36,36,0,1.17014137,0,11,23464,1196
Georgia,Irwin,34,34,6,6,0,0.12046736,0,2,1873,62
Georgia,Jackson,90,28,5,5,0,0.12279844,62,2,11025,279
Georgia,Jasper,17,12,2,2,0,0.31940639,5,0,2384,33
Georgia,Jeff Davis,35,25,4,4,0,0.32679453,10,2,2169,75
Georgia,Jefferson,37,37,6,6,0,0.11743799,0,2,2184,75
Georgia,Jenkins,25,15,3,3,0,0.079279281,10,1,1784,161
Georgia,Johnson,,,,,,,,,4702,134
Georgia,Jones,,,,,,,,,2538,0
Georgia,Lamar,,,,,,,,,3857,130
Georgia,Lanier,25,25,4,4,0,0.23978083,0,1,1976,117
Georgia,Laurens,530,485,16,16,0,0.53613603,45,6,6460,74
Georgia,Lee,,,,,,,,,26430,1641
Georgia,Liberty,64,64,4,4,0,0.29972604,0,2,4376,21
Georgia,Lincoln,,,,,,,,,1078,21
Georgia,Long,,,,,,,,,789,33
Georgia,Lowndes,443,370,48,48,0,1.49471455,73,9,22173,300
Georgia,Lumpkin,52,0,32,32,0,0,52,0,5482,68
Georgia,Macon,49,22,4,4,0,0.024283934,27,0,6329,339
Georgia,Madison,,,,,,,,,2991,107
Georgia,Marion,,,,,,,,,3360,109
Georgia,McDuffie,25,25,4,4,0,0.58991778,0,2,4181,321
Georgia,McIntosh,,,,,,,,,795,24
Georgia,Meriwether,109,109,11,11,0,1.22413671,0,6,5801,92
Georgia,Miller,25,25,4,4,0,0.84197259,0,2,2651,0
Georgia,Mitchell,25,25,4,4,0,0.60712332,0,1,26492,2298
Georgia,Monroe,25,25,5,5,0,0.45073971,0,2,5575,497
Georgia,Montgomery,,,,,,,,,632,0
Georgia,Morgan,25,25,4,4,0,0.55517811,0,1,2419,0
Georgia,Murray,42,29,5,5,0,0.14879547,13,1,5192,53
Georgia,Muscogee,1167,794,69,69,39,2.86087361,373,29,39534,1098
Georgia,Newton,101,94,10,10,6,0.4860099,7,4,21064,632
Georgia,Oconee,,,,,,,,,6746,275
Georgia,Oglethorpe,,,,,,,,,4010,341
Georgia,Paulding,112,112,8,8,0,0.69070452,0,9,19851,716
Georgia,Peach,25,25,4,4,0,0.76339728,0,2,4768,292
Georgia,Pickens,52,52,6,6,0,0.69910431,0,3,3001,232
Georgia,Pierce,,,,,,,,,6281,237
Georgia,Pike,,,,,,,,,3604,156
Georgia,Polk,25,25,4,4,0,0.84536988,0,2,6994,28
Georgia,Pulaski,49,55,6,6,0,0.15800747,-6,2,2549,108
Georgia,Putnam,,,,,,,,,4964,474
Georgia,Quitman,,,,,,,,,652,69
Georgia,Rabun,25,25,4,4,0,0.17830136,0,2,1320,78
Georgia,Randolph,25,25,4,4,0,0.1620822,0,1,12693,1371
Georgia,Richmond,3038,2064,402,402,74,4.17223096,974,61,36340,1533
Georgia,Rockdale,138,138,16,16,0,0.75806856,0,5,18514,557
Georgia,Schley,,,,,,,,,1275,78
Georgia,Screven,25,25,4,4,0,0.21665753,0,1,2403,136
Georgia,Seminole,65,45,8,8,0,0.22989346,20,1,2811,138
Georgia,Spalding,160,160,22,22,0,0.57820207,0,12,17590,1149
Georgia,Stephens,96,74,6,6,0,0.253943,22,2,7664,147
Georgia,Stewart,,,,,,,,,2876,26
Georgia,Sumter,76,54,9,9,0,0.55403346,22,3,31888,2583
Georgia,Talbot,,,,,,,,,2359,99
Georgia,Taliaferro,,,,,,,,,62,0
Georgia,Tattnall,25,25,4,4,0,0.29030138,0,2,1604,0
Georgia,Taylor,,,,,,,,,1472,155
Georgia,Telfair,,,,,,,,,2387,49
Georgia,Terrell,,,,,,,,,14823,1681
Georgia,Thomas,264,226,35,35,0,0.63576192,38,7,19336,1831
Georgia,Tift,241,181,20,20,0,0.63762963,60,4,16291,862
Georgia,Toombs,57,52,8,8,0,0.76949418,5,3,4006,264
Georgia,Towns,25,25,4,4,0,0.32635617,0,1,1649,56
Georgia,Treutlen,,,,,,,,,587,5
Georgia,Troup,276,276,20,20,0,0.2930415,0,7,23162,702
Georgia,Turner,,,,,,,,,7221,742
Georgia,Twiggs,,,,,,,,,905,23
Georgia,Union,45,39,5,5,0,0.50165087,6,2,2686,100
Georgia,Unknown,,,,,,,,,90407,163
Georgia,Upson,115,87,28,28,0,0.37228784,28,2,18132,1910
Georgia,Walker,,,,,,,,,8100,40
Georgia,Walton,165,164,7,7,0,1.05309767,1,3,14081,756
Georgia,Ware,231,134,10,10,6,0.51870781,97,8,13513,868
Georgia,Warren,,,,,,,,,1154,0
Georgia,Washington,56,56,10,10,0,0.11780822,0,2,4281,68
Georgia,Wayne,88,88,12,12,0,0.37867373,0,2,1374,0
Georgia,Webster,,,,,,,,,804,75
Georgia,Wheeler,,,,,,,,,792,0
Georgia,White,,,,,,,,,6054,134
Georgia,Whitfield,282,245,34,34,0,0.45776907,37,8,20128,482
Georgia,Wilcox,,,,,,,,,6655,755
Georgia,Wilkes,25,25,4,4,0,0.39035615,0,1,2098,41
Georgia,Wilkinson,,,,,,,,,3616,281
Georgia,Worth,25,25,4,4,0,0.47517809,0,2,14574,1139
Guam,Unknown,,,,,,,,,81780,485
Hawaii,Hawaii,333,296,28,28,0,3.97926501,37,11,5677,0
Hawaii,Honolulu,2731,2810,155,155,112,6.704405368,-79,37,34723,764
Hawaii,Kauai,111,102,10,10,0,1.030458133,9,4,1789,0
Hawaii,Maui,247,247,26,26,0,1.296251537,0,5,8976,406
Hawaii,Unknown,,,,,,,,,192,4
Idaho,Ada,1351,1240,97,97,110,3.16549239,111,24,61104,1414
Idaho,Adams,,,,,,,,,260,0
Idaho,Bannock,205,137,20,20,16,0.58518147,68,4,2040,22
Idaho,Bear Lake,21,21,4,4,0,0.24474886,0,1,,
Idaho,Benewah,19,19,3,3,0,0.19134824,0,1,443,0
Idaho,Bingham,153,131,6,6,0,1.33361179,22,2,744,0
Idaho,Blaine,25,25,4,4,0,0.35495889,0,1,41578,408
Idaho,Bonner,25,25,4,4,0,0.40701368,0,2,410,0
Idaho,Bonneville,420,254,74,74,26,0.93396449,166,9,3192,9
Idaho,Boundary,20,20,3,3,0,0.13780822,0,0,,
Idaho,Butte,14,14,2,2,0,0.051076323,0,0,,
Idaho,Camas,,,,,,,,,84,0
Idaho,Canyon,343,293,41,41,12,1.28204607,50,9,21959,464
Idaho,Caribou,25,25,4,4,0,0.16142465,0,1,171,0
Idaho,Cassia,25,25,6,6,0,0.45304111,0,2,3907,84
Idaho,Clearwater,83,78,4,4,0,0.2599166,5,2,,
Idaho,Custer,,,,,,,,,173,0
Idaho,Elmore,25,21,4,4,0,0.38317025,4,1,2321,123
Idaho,Franklin,20,20,3,3,0,0.32041097,0,0,304,0
Idaho,Fremont,,,,,,,,,240,0
Idaho,Gem,16,13,2,2,0,0.17702845,3,0,1165,0
Idaho,Gooding,18,16,3,3,0,0.45941782,2,2,2271,8
Idaho,Idaho,41,40,7,7,0,0.54363472,1,1,251,0
Idaho,Jefferson,,,,,,,,,565,0
Idaho,Jerome,25,18,4,4,0,0.35906881,7,1,8671,162
Idaho,Kootenai,434,401,76,76,14,2.27540984,33,12,5709,5
Idaho,Latah,25,25,3,3,0,0.49205479,0,2,438,0
Idaho,Lemhi,18,18,3,3,0,0.17686453,0,1,67,0
Idaho,Lincoln,,,,,,,,,2164,0
Idaho,Madison,69,67,4,4,14,0.27070129,2,2,1419,0
Idaho,Minidoka,25,16,3,3,0,0.33869863,9,1,2897,0
Idaho,Nez Perce,145,110,9,9,0,0.34895205,35,4,5268,1264
Idaho,Oneida,11,11,2,2,0,0.32627645,0,0,,
Idaho,Owyhee,,,,,,,,,668,0
Idaho,Payette,,,,,,,,,1557,124
Idaho,Power,10,10,2,2,0,0.14438356,0,0,349,0
Idaho,Shoshone,25,21,4,4,0,0.39577717,4,0,,
Idaho,Teton,13,13,2,2,0,0.12434141,0,1,813,0
Idaho,Twin Falls,224,186,30,30,18,0.51470256,38,4,23074,1210
Idaho,Unknown,,,,,,,,,3,0
Idaho,Valley,25,23,4,4,0,0.322054797,2,1,195,0
Idaho,Washington,25,19,3,3,0,0.13237202,6,1,1885,0
Illinois,Adams,307,248,25,25,0,0.48928413,59,10,3039,53
Illinois,Alexander,,,,,,,,,593,0
Illinois,Bond,42,32,6,6,0,0.31746575,10,2,685,68
Illinois,Boone,,,,,,,,,21048,923
Illinois,Brown,,,,,,,,,467,0
Illinois,Bureau,94,69,9,9,0,0.62855044,25,3,1102,49
Illinois,Calhoun,,,,,,,,,79,0
Illinois,Carroll,,,,,,,,,953,148
Illinois,Cass,,,,,,,,,3806,0
Illinois,Champaign,680,647,39,39,25,1.89857251,33,13,30479,487
Illinois,Christian,47,47,8,8,0,0.76008964,0,4,2564,390
Illinois,Clark,,,,,,,,,635,0
Illinois,Clay,20,20,3,3,0,0.309863,0,2,134,0
Illinois,Clinton,70,46,8,8,0,0.20908464,24,2,10523,766
Illinois,Coles,149,82,14,14,0,0.59609085,67,3,5576,543
Illinois,Cook,19529,16402,2021,2021,651,34.17610025,3127,455,4297314,196890
Illinois,Crawford,63,25,4,4,0,0.35967124,38,2,801,0
Illinois,Cumberland,,,,,,,,,520,0
Illinois,De Witt,25,15,3,3,0,0.08127854,10,0,252,0
Illinois,DeKalb,192,192,27,27,0,1.16888726,0,9,19877,374
Illinois,Douglas,,,,,,,,,1812,0
Illinois,DuPage,1928,1723,219,219,45,5.53926379,205,50,405732,20294
Illinois,Edgar,25,25,4,4,0,0.56076711,0,1,51,0
Illinois,Edwards,,,,,,,,,82,0
Illinois,Effingham,133,133,10,10,0,0.28738284,0,2,475,75
Illinois,Fayette,110,29,4,4,0,0.34641096,81,1,1363,162
Illinois,Ford,41,25,2,2,0,0.37183562,16,2,1115,77
Illinois,Franklin,16,16,3,3,0,0.092383564,0,2,742,0
Illinois,Fulton,87,43,5,5,0,0.44842306,44,2,511,2
Illinois,Gallatin,,,,,,,,,149,0
Illinois,Greene,25,25,4,4,0,0.099178083,0,0,314,0
Illinois,Grundy,89,89,8,8,0,0.42241034,0,2,5547,85
Illinois,Hamilton,25,25,4,4,0,0.34969863,0,2,130,0
Illinois,Hancock,18,18,3,3,0,0.3238965,0,1,835,21
Illinois,Hardin,25,25,4,4,0,0.28405479,0,0,63,0
Illinois,Henderson,,,,,,,,,431,0
Illinois,Henry,86,50,7,7,0,0.49369865,36,3,4210,11
Illinois,Iroquois,25,25,5,5,0,0.11013699,0,2,6496,190
Illinois,Jackson,179,179,25,25,13,1.07812319,0,6,13860,710
Illinois,Jasper,,,,,,,,,2919,389
Illinois,Jefferson,181,171,22,22,0,0.77765298,10,10,6123,890
Illinois,Jersey,65,46,4,4,0,0.15211435,19,2,1362,59
Illinois,Jo Daviess,25,18,3,3,0,0.26421916,7,0,1691,20
Illinois,Johnson,,,,,,,,,565,0
Illinois,Kane,1483,1306,120,120,13,3.40514879,177,32,302198,9299
Illinois,Kankakee,500,460,27,27,0,0.80391699,40,20,58522,2978
Illinois,Kendall,,,,,,,,,40650,1130
Illinois,Knox,254,177,18,18,0,0.62606545,77,7,5218,0
Illinois,LaSalle,171,164,13,13,0,0.9334526,7,5,8149,598
Illinois,Lake,1119,926,109,109,0,2.82750743,193,26,446812,16419
Illinois,Lawrence,25,25,4,4,0,0.21830137,0,1,264,0
Illinois,Lee,80,66,6,6,0,0.32594436,14,3,4323,41
Illinois,Livingston,42,42,5,5,0,0.39073712,0,2,2088,97
Illinois,Logan,25,25,4,4,0,0.48109588,0,2,630,0
Illinois,Macon,544,446,35,35,0,0.94813976,98,13,11009,1114
Illinois,Macoupin,50,50,8,8,0,0.41720547,0,3,2750,81
Illinois,Madison,953,648,62,62,0,3.00782201,305,13,34672,2903
Illinois,Marion,149,107,13,13,0,0.75166457,42,6,3089,0
Illinois,Marshall,,,,,,,,,334,0
Illinois,Mason,25,25,4,4,0,0.12942466,0,1,1012,0
Illinois,Massac,25,25,4,4,0,0.40482193,0,2,416,0
Illinois,McDonough,60,45,7,7,0,0.31056318,15,2,4131,420
Illinois,McHenry,370,437,55,55,0,0.94504711,-67,11,84179,4073
Illinois,McLean,370,343,54,54,0,0.938595,27,6,12391,568
Illinois,Menard,,,,,,,,,1093,0
Illinois,Mercer,22,22,4,4,0,0.12739725,0,0,921,0
Illinois,Monroe,,,,,,,,,6242,742
Illinois,Montgomery,50,50,9,9,0,0.73830137,0,4,2370,3
Illinois,Morgan,131,102,9,9,0,0.23623422,29,3,3132,100
Illinois,Moultrie,,,,,,,,,603,0
